,1_sentence,2_sentence,3_y_predict,4_y_predict_name,5_answer,6_answer,7_y_predict_probability
7527,無法開啟MAIL中的連結,"網管,Outlook,郵件,Outlook,URL,無法,連結,無法開啟,MAIL,連結",3,QCO,2,Outlook與郵件,"[3.7762531e-04 8.8940340e-04 3.8820162e-01 5.3501236e-01 4.7396612e-04
 4.6405272e-04 7.6326757e-04 2.3838617e-02 2.6680299e-03 6.0163200e-04
 2.8319454e-03 9.5082363e-03 1.4206346e-02 3.8906478e-03 5.2232528e-03
 1.1250895e-03 5.8806697e-03 4.0432555e-03]"
3896,outlook內連結無法開啟。#16044,"網管,Outlook,郵件,Outlook,URL,無法,連結,outlook,連結,無法開啟",3,QCO,2,Outlook與郵件,"[5.1481870e-04 1.1068347e-03 1.0520302e-01 8.2844239e-01 4.1086305e-04
 3.7038448e-04 8.4111810e-04 1.8047595e-02 2.4734121e-03 8.6435402e-04
 4.2087482e-03 7.3904553e-03 1.0635234e-02 3.9105779e-03 6.4384481e-03
 6.7376357e-04 4.9413056e-03 3.5268464e-03]"
12034,"VPN無法連通,謝謝.","網管,VPN,連線,SSLVPN,無法登入,VPN,無法,連通",8,作業系統與印表機,7,VPN連線,"[1.40278411e-04 1.26249550e-04 2.50913016e-03 3.77684785e-03
 9.06568748e-05 3.65661632e-04 4.24867234e-04 1.20478505e-02
 9.15729225e-01 2.47228949e-04 2.53570522e-03 2.80678482e-03
 8.56184307e-03 2.15551700e-03 2.58393064e-02 1.81358983e-03
 1.51944403e-02 5.63483639e-03]"
12994,這幾天連上網頁，會出現URL錯誤訊息，例如連BPM 放行單，就出現URL錯誤訊息,"網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,這幾天,連上,網頁,出現,URL,錯誤訊息,BPM,放行,出現,URL,錯誤訊息",8,作業系統與印表機,16,連網頁/Skype,"[4.9254231e-05 3.4181601e-05 7.9953042e-04 1.4382787e-03 4.0672017e-05
 1.6181538e-04 1.5077717e-04 2.7135739e-03 9.7086787e-01 9.7486190e-05
 1.8497318e-03 6.5838115e-04 2.5465316e-03 1.2769133e-03 1.1898996e-02
 4.7348705e-04 3.4747426e-03 1.4677697e-03]"
5242,"昨天以前正常, 今天才開始有下列異常 :  工作Notebook, 使用實體網路線(公司網路) 欲 連線至客戶網站, 無法連線, 但是同事的都可以  sharepoint.partnets.ultranet.microsoft.com  再請盡快協助, 謝謝","網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,正常,下列,異常,工作,Notebook,使用,實體,網路線,公司,網路,連線至,客戶,網站,無法,連線,同事,sharepoint,partnets,ultranet,microsoft,com",8,作業系統與印表機,10,其他,"[0.00090713 0.00091043 0.00364518 0.01171276 0.00093058 0.00225591
 0.00133633 0.01553328 0.7391465  0.00111581 0.11528616 0.00409901
 0.02361725 0.01791422 0.02034733 0.00370948 0.01117641 0.02635627]"
1761,"公司電腦灌好OpenVPN以後,用外網測試無法啟動","網管,VPN,連線,SSLVPN,無法登入,公司,電腦,灌好,OpenVPN,外網,測試,無法,啟動",12,商務用Skype,7,VPN連線,"[0.00246199 0.00146168 0.01561358 0.01975329 0.00155049 0.0042335
 0.00189949 0.07515984 0.03937105 0.00208522 0.01865355 0.02946986
 0.34242034 0.04763295 0.00298188 0.00682261 0.18475534 0.20367338]"
3172,住登入畫面,"網管,QCO,雲端,連線,登入,畫面,登入,畫面",12,商務用Skype,3,QCO,"[0.0015858  0.00170362 0.02268868 0.02523856 0.0012412  0.00327292
 0.00212438 0.08685713 0.01971746 0.0016993  0.00388521 0.04594043
 0.34650975 0.01593594 0.00180009 0.00833683 0.2934239  0.11803884]"
13791,QCO登入不了  分機: 16971,"網管,QCO,雲端,連線,無法登入,QCO,登入",7,VPN連線,3,QCO,"[0.00188818 0.00136004 0.02391412 0.13673605 0.00102504 0.00185811
 0.00229852 0.2713008  0.00934495 0.00157148 0.00519375 0.02967002
 0.2595579  0.03024235 0.0024451  0.00486608 0.12722072 0.08950683]"
10245,想要下載示波器tool 卻無法開啟網站 聯絡電話13136,"網管,網路,無法,連到,某台,Server,無法,連到,Server,下載,示波器,tool,無法開啟,網站",8,作業系統與印表機,14,網路,"[1.6756695e-04 9.1487840e-05 2.6169356e-03 7.0956410e-03 1.0412559e-04
 3.7338128e-04 3.5418151e-04 1.1087114e-02 8.7544429e-01 3.0054047e-04
 4.5160060e-03 2.3465946e-03 7.8122057e-03 3.4626983e-03 6.8415835e-02
 1.6287438e-03 8.7421872e-03 5.4404270e-03]"
12667,QCO outlook 仍會發生無法開啟本機郵件資料檔(PST). (\\tsclient\D\Mailbox\20171205.pst )  server : QCO07-SVR11   ID : 99012515,"網管,QCO,Outlook,Outlook,異常,QCO,outlook,仍會,發生,無法開啟,本機,郵件,資料檔,PST,tsclient,Mailbox,pst,server,QCO07,SVR11,ID",2,Outlook與郵件,3,QCO,"[5.3025426e-05 2.4194125e-04 9.8216689e-01 1.0505294e-02 7.2218842e-05
 9.8667871e-05 1.5701537e-04 1.0902332e-03 4.0960903e-04 1.2209958e-04
 6.2310672e-04 8.0811104e-04 1.3295738e-03 3.3991787e-04 6.5866747e-04
 1.2872521e-04 8.5571071e-04 3.3921981e-04]"
8199,公司外 使用VPN 進行簽核 無法登入 >> Network connect 中止,"網管,VPN,連線,SSLVPN,無法登入,公司,使用,VPN,進行,簽核,無法登入,Network,connect,中止",12,商務用Skype,7,VPN連線,"[0.00203408 0.00139439 0.01147697 0.01463152 0.00122298 0.00400958
 0.00177117 0.06369134 0.05159129 0.00193369 0.02487243 0.02398214
 0.37316468 0.03706553 0.00362247 0.00834326 0.14093953 0.23425299]"
8721,我於上週申請工作機網路設定服務，完成設定後發現雲端無法存取本機端的資料夾，麻煩請幫我確認還需要做哪些設定?謝謝。,"網管,QCO,操作,設定問題,申請,工作,網路,設定,服務,完成,設定,發現,雲端,無法,存取,本機端,資料夾,確認,還需,設定",12,商務用Skype,3,QCO,"[0.00201389 0.00165183 0.01678876 0.0183853  0.00142567 0.00418688
 0.00217684 0.06992253 0.03273388 0.00196718 0.00984985 0.03948581
 0.35284254 0.02805209 0.00251    0.00874715 0.23322318 0.17403655]"
1483,於河南出差，無法連線VPN。連絡電話：3825 648142。,"網管,VPN,連線,SSLVPN,無法登入,河南,出差,無法,連線,VPN",8,作業系統與印表機,7,VPN連線,"[1.63684585e-04 1.20877521e-04 2.70259823e-03 5.30775264e-03
 1.00002486e-04 3.71006870e-04 4.70803992e-04 1.49820168e-02
 8.95717561e-01 2.98112398e-04 3.04046227e-03 3.09287128e-03
 9.71850846e-03 2.74831709e-03 3.78157794e-02 2.05389108e-03
 1.49824312e-02 6.31329091e-03]"
11767,"連不上,管理者無法登入,","網管,檔案,共用,FTP,FTP,連線,下載,無法,連到,公司,內部,FTP,連不上,管理者,無法登入",12,商務用Skype,13,檔案共用或FTP,"[0.00238864 0.00142255 0.01566272 0.02241898 0.00144462 0.00397729
 0.00184495 0.08523487 0.03238719 0.00198313 0.01297487 0.03076247
 0.3403737  0.04213939 0.00258874 0.00681092 0.21533252 0.1802525 ]"
14181,中勒索病毒，可能需要重灌，因需要出差，所以希望越快完成越好,"網管,電腦,防毒,電腦病毒,電腦中毒,勒索,病毒,重灌,需要,出差,希望,越快,完成,越好",12,商務用Skype,17,電腦防毒,"[0.00185854 0.00122453 0.01730988 0.03286625 0.00110634 0.002803
 0.00181219 0.11978637 0.01982633 0.00166199 0.00465206 0.03092046
 0.34959185 0.02484148 0.00212372 0.00635271 0.2625191  0.11874318]"
2002,"透過SSLVPN連回部門系統產生報表，發現Flash產生的Progress Chart無法正常顯示。  但透過公司網路即可正常顯示，詢問過同事透過SSLVPN也可正常常顯示。  請問是否有需要做特殊設定的地方才可以使Progress Chart正常顯示，謝謝！！    錯誤訊息如下：  DanaInfo error, no space-1","網管,VPN,連線,SSLVPN,手機,平板,VPN,透過,SSLVPN,連回,部門,系統,產生,報表,發現,Flash,產生,Progress,Chart,無法正常顯示,透過,公司,網路,正常,顯示,詢問,同事,透過,SSLVPN,可正,顯示,請問,是否,需要,特殊,設定,方纔,Progress,Chart,正常,顯示,錯誤訊息,DanaInfo,error,no,space",10,其他,7,VPN連線,"[0.00556967 0.00311852 0.0220081  0.02173655 0.0033417  0.01066043
 0.0032826  0.04207303 0.145175   0.00451266 0.18663298 0.01640692
 0.16044752 0.10997021 0.01694722 0.00980343 0.05648501 0.18182845]"
5383,如下位置從外網登入後 可進入Myquanta 但無法進入 BPM系統 (This page can''t be displayed)  https://sslvpn.quantatw.com/dana-na/auth/url_default/welcome.cgi  麻煩了  謝謝!!,"網管,VPN,連線,SSLVPN,手機,平板,VPN,位置,外網,登入,進入,Myquanta,無法進入,BPM,系統,Ts,page,can,be,displayed",8,作業系統與印表機,7,VPN連線,"[0.00190372 0.00121522 0.01071247 0.01749353 0.00107281 0.0048689
 0.00205497 0.05588972 0.5218415  0.00162297 0.03826234 0.01502829
 0.11071737 0.02265    0.02639381 0.01022788 0.06110795 0.09693654]"
15456,"Lynn共享桌面會出現錯誤,另外請問是否可以跟非公司的外部OCS使用者共享桌面   381-15258","網管,商務,Skype,Lynn,共享,桌面,出現錯誤,請問,是否,公司,外部,OCS,共享,桌面",16,連網頁/Skype,12,商務用Skype,"[0.00179665 0.0015023  0.02747958 0.06123767 0.00126537 0.00244354
 0.00285105 0.17150722 0.01361368 0.00173071 0.0023819  0.03887906
 0.2549123  0.01859368 0.00195253 0.00737478 0.3158819  0.07459603]"
9391,無法開啟薪資單&公告,"網管,解密,郵件,文件,加密,郵件,打不開,無法開啟,薪資單,無法開啟,薪資單,公告",16,連網頁/Skype,11,加解密郵件/文件,"[0.00153537 0.00299942 0.08096387 0.11573705 0.00231217 0.0023888
 0.00440214 0.14138573 0.01725966 0.00191577 0.00260004 0.07746456
 0.16497695 0.01483386 0.00271863 0.0104356  0.30543855 0.05063178]"
8187,人在大陸出差，無法連到雲端使用  聯絡手機:18217734109,"網管,QCO,雲端,連線,無法登入,大陸,出差,無法,連到,雲端,使用",12,商務用Skype,3,QCO,"[0.0021489  0.00168093 0.02710395 0.13665454 0.00118437 0.00217494
 0.00260269 0.25571454 0.01197726 0.00186174 0.00708657 0.03074523
 0.2563951  0.0336462  0.00297722 0.00543178 0.12634794 0.09426606]"
12624,"user在會議室S105 用VPN連網,無法寄Mail. 分機14010","網管,VPN,連線,SSLVPN,無法登入,會議室,S105,VPN,連網,無法,Mail",12,商務用Skype,7,VPN連線,"[0.00190168 0.00130703 0.01178567 0.01409804 0.00113545 0.0036409
 0.00169692 0.06668426 0.04128424 0.00176538 0.01710275 0.02501133
 0.38855907 0.03097592 0.0028929  0.00794388 0.15816693 0.22404763]"
13880,EX:17372  灌Key shop 6之後，對外網路斷線,"網管,網頁,Skype,無法,上網,上網,EX,Key,shop,對外,網路,斷線",12,商務用Skype,16,連網頁/Skype,"[0.00206068 0.00123005 0.01070081 0.01235138 0.0010323  0.00401532
 0.001471   0.05821274 0.05900737 0.0018428  0.03018532 0.01916004
 0.36478984 0.03922497 0.00356726 0.00757062 0.1221714  0.26140606]"
9738,手機使用無法登入  分機:16750,"網管,商務,Skype,無法登入,無法登入,使用,無法登入",3,QCO,12,商務用Skype,"[0.00194234 0.00214931 0.01908613 0.30671987 0.00092364 0.00344173
 0.00214498 0.21467344 0.0129747  0.00205368 0.01985318 0.03084715
 0.19118391 0.03029701 0.00420058 0.00550614 0.04139994 0.11060227]"
5671,原有觀看網頁的權限，目前被鎖住無法觀看。  分機：11661,"網管,網頁,Skype,無法,上網,出現,拒絕,訊息,觀看,網頁,權限,目前,鎖住,無法,觀看",12,商務用Skype,16,連網頁/Skype,"[0.00281818 0.00153637 0.01136162 0.01571051 0.00138553 0.00570957
 0.00173949 0.05486858 0.11302761 0.00236103 0.07634754 0.01591057
 0.27490208 0.06582402 0.00643413 0.00756652 0.09259962 0.24989699]"
13261,OUTLOOK無法傳送與接收郵件，顯示無適當權限執行該作業,"網管,作業系統,印表機,OUTLOOK,無法,傳送,接收,郵件,顯示,適當,權限,執行,作業",12,商務用Skype,8,作業系統與印表機,"[0.00181165 0.00118268 0.0178175  0.03336124 0.00108414 0.00272035
 0.00178305 0.12533931 0.01887164 0.00163038 0.00423965 0.03066318
 0.35396454 0.02434444 0.00204858 0.00623502 0.25676793 0.1161347 ]"
11050,#16291  無法連結公司外部網站,"網管,網頁,Skype,無法,上網,出現,拒絕,訊息,無法,連結,公司,外部,網站",12,商務用Skype,16,連網頁/Skype,"[0.0024852  0.00143062 0.01260118 0.01694191 0.00139257 0.00450461
 0.0018132  0.07089553 0.06124729 0.00213241 0.03164364 0.02141705
 0.33186644 0.05179002 0.0042148  0.00746853 0.13981779 0.2363372 ]"
10330,防毒軟體將研發中的程式誤判為病毒 需要設定協助將相關目錄及檔案設定為例外,"網管,電腦,防毒,防毒,軟體,操作,防毒,防毒,軟體,研發,程式,誤判,病毒,設定,目錄,檔案,設定為,例外",12,商務用Skype,17,電腦防毒,"[0.00271813 0.00154635 0.0119859  0.01597077 0.00148281 0.00523694
 0.00188858 0.06213023 0.07960324 0.00233445 0.05084202 0.01887819
 0.30893075 0.06043638 0.00522324 0.00806618 0.11401136 0.24871446]"
6793,"台幹回來TW,無法使用VPN連線公司網路   0933109197","網管,VPN,連線,SSLVPN,無法登入,台幹,回來,TW,無法使用,VPN,連線,公司,網路",8,作業系統與印表機,7,VPN連線,"[1.2588868e-04 5.6491564e-05 2.1965827e-03 5.5188499e-03 6.9621594e-05
 2.8739305e-04 2.6477707e-04 8.5846214e-03 8.8679922e-01 2.1443609e-04
 2.9727842e-03 1.6423544e-03 5.5106003e-03 2.8480652e-03 7.2560795e-02
 1.0092478e-03 5.8321222e-03 3.5062083e-03]"
15162,人現在在大陸，使用SSLVPN連線至公司會產生錯誤  大陸手機：13773194767,"網管,VPN,連線,SSLVPN,無法登入,人現,大陸,使用,SSLVPN,連線至,公司,產生,錯誤,大陸",12,商務用Skype,7,VPN連線,"[0.00234925 0.00150691 0.0132578  0.01737539 0.00147712 0.00444057
 0.00192383 0.06962257 0.0506883  0.00209358 0.02541814 0.02516063
 0.3432042  0.04658464 0.00369728 0.00767224 0.15934868 0.22417885]"
13506,FTP無法連線  內部IP: 10.241.57.2  外部IP: 203.75.58.38,"網管,檔案,共用,FTP,FTP,連線,下載,無法,連到,公司,內部,FTP,FTP,無法,連線,內部,IP,10.241,57.2,外部,IP,203.75,58.38",12,商務用Skype,13,檔案共用或FTP,"[0.00243144 0.00198818 0.01603876 0.02261935 0.0018626  0.0048724
 0.00279009 0.07535274 0.05065379 0.002491   0.0194824  0.03905782
 0.3318044  0.03948006 0.00446589 0.01015958 0.19364473 0.18080482]"
16186,"您好  我的電腦 有線網路無法連線    使用疑難排解會顯示   ""無法取得有效IP""    還請協助重設或查看問題        感謝您","網管,網路,電腦網路,無法,取得,IP,電腦,有線網路,無法,連線,使用,疑難,排解,顯示,無法,取得,有效,IP,重設",8,作業系統與印表機,14,網路,"[3.9216067e-04 1.8188097e-04 6.0240985e-03 1.5112734e-02 2.0627295e-04
 8.7873708e-04 5.6304561e-04 1.6689960e-02 6.8263811e-01 5.7379907e-04
 1.1588197e-02 3.6422971e-03 1.1551773e-02 7.5122849e-03 2.2131716e-01
 2.3150470e-03 8.5185887e-03 1.0293868e-02]"
5741,重建user profile 後，原始的FTP IP不見了，是否可以復原IP & id psw，謝謝。,"網管,檔案,共用,FTP,FTP,連線,下載,無法,連到,公司,內部,FTP,重建,profile,原始,FTP,IP,不見了,是否,復原,IP,id,psw",12,商務用Skype,13,檔案共用或FTP,"[0.00312969 0.00215285 0.01571014 0.02278751 0.00226836 0.00578371
 0.00263086 0.06817768 0.05693498 0.00281251 0.03758961 0.03164243
 0.29669318 0.0630425  0.00461291 0.00864795 0.16410784 0.21127537]"
17237,有線網路無法取得IP,"網管,網路,電腦網路,無法,取得,IP,有線網路,無法,取得,IP",8,作業系統與印表機,14,網路,"[5.7984155e-04 5.0850835e-04 8.4663620e-03 1.1628089e-02 2.9554355e-04
 1.1389758e-03 1.2822109e-03 3.4361865e-02 7.5501335e-01 6.9559022e-04
 7.2517255e-03 8.8260565e-03 2.7418360e-02 5.1028566e-03 6.2402312e-02
 5.6983293e-03 4.7825120e-02 2.1504954e-02]"
7749,無法開啟組織異動公告信件,"網管,解密,郵件,文件,加密,郵件,打不開,無法開啟,公告,無法開啟,組織,異動,公告,信件",16,連網頁/Skype,11,加解密郵件/文件,"[0.00152089 0.00239286 0.04642051 0.06977175 0.00177087 0.00291174
 0.00376033 0.1304417  0.01842537 0.00176588 0.00239711 0.06063619
 0.19076237 0.01452314 0.00224906 0.01018321 0.3792615  0.06080556]"
13837,分機: 17219  雲端登進去黑屏,"網管,QCO,雲端,連線,登入,畫面,雲端,黑屏",16,連網頁/Skype,3,QCO,"[0.00165478 0.00193288 0.03633299 0.04441697 0.00145556 0.00290664
 0.002858   0.11270353 0.01588807 0.00183261 0.00280914 0.05176416
 0.2833011  0.01559438 0.001884   0.00850101 0.33438274 0.07978139]"
15711,"show請等候System Event Notification Service  停在這個畫面,停了1個多小時","網管,QCO,雲端,連線,無法登入,show,等候,System,Event,Notification,Service,畫面,多小時",12,商務用Skype,3,QCO,"[0.00197309 0.00134054 0.01118613 0.01405438 0.00116196 0.00379849
 0.00171314 0.06431843 0.04734828 0.00186025 0.02239938 0.02391558
 0.3820871  0.0344981  0.00329171 0.00822115 0.14218113 0.23465121]"
1829,"VPN登入以後可以連上Myquanta,但無法連線上My BPM進入內部網站","網管,VPN,連線,SSLVPN,無法登入,VPN,登入,以後可以,連上,Myquanta,無法,連線,My,BPM,進入,內部,網站",8,作業系統與印表機,7,VPN連線,"[0.00141972 0.00109626 0.01197488 0.01971885 0.00069423 0.00278355
 0.00217524 0.05598879 0.610457   0.00125839 0.017737   0.01419294
 0.06265657 0.01117214 0.0505755  0.01074404 0.07424889 0.05110596]"
12225,"於本機outlook打開""產業綜覽""超連結，無法成功連到目的網頁，出現錯誤訊息。","網管,網路,無法,連到,某台,Server,無法,連到,Server,本機,outlook,打開,產業,綜覽,超連結,無法,成功,連到,網頁,出現錯誤,訊息",12,商務用Skype,14,網路,"[0.00264146 0.00190036 0.01458922 0.02529728 0.00179109 0.00529624
 0.00254508 0.07128124 0.10095444 0.00289809 0.05480444 0.02988377
 0.29848966 0.05326824 0.00999493 0.01076942 0.11203335 0.20156164]"
10986,user反映無法登出 以前就有發生過 都是無法登出,"網管,QCO,雲端,連線,無法登入,反映,無法,登出,以前,發生,無法,登出",12,商務用Skype,3,QCO,"[0.00178083 0.0012236  0.01969394 0.09727462 0.00102046 0.00206628
 0.00235371 0.24076489 0.00985208 0.00149867 0.00291426 0.02898555
 0.24999595 0.02533693 0.00184336 0.00558133 0.22455765 0.08325586]"
16429,無線網路AP：QRI  症狀：  AP訊號強度良好，但連上之後很難取得IP，需等待相當長的時間，經過多次timeout後才能正常連網。目前暫時解決方式為同時接上網路線與開啟WLAN，等待數分鐘至十幾分鐘WLAN登入後再拔除網路線。LAN不會像WLAN那樣登入時卡住。  另外今早測試Staff AP也有相同情形。請協助解決此問題，謝謝。,"網管,網路,電腦網路,無線網路,無線網路,AP,QRI,症狀,AP,訊號,強度,良好,連上,很難,取得,IP,需等待,相當,時間,timeout,正常,連網,目前,暫時,解決,方式,接上,網路線,開啟,WLAN,等待數,分鐘,至十,幾分鐘,WLAN,登入,拔除,網路線,LAN,WLAN,入時,卡住,今早,測試,Staff,AP,情形,解決",8,作業系統與印表機,14,網路,"[0.00152975 0.00085488 0.01158752 0.0195049  0.00104777 0.00366403
 0.00179257 0.01490471 0.58595735 0.00207927 0.05872498 0.00571483
 0.02100993 0.01936665 0.21234216 0.00444581 0.01238464 0.02308828]"
