description,category_a,category_b,category_c,category_d,category
操作流程詢問,SAP-168(QCI),SD,其它,教育訓練,SAP
"ET BU的USER需要一個Invoice&Packing list的巨集安裝的SOP,煩請與USER聯絡協助處理.",SAP-168(QCI),SD,其它,Install 巨集,SAP
invoice轉檔程式,SAP-168(QCI),SD,其它,Install 巨集,SAP
user需要整理invoice與packing list的files,SAP-168(QCI),SD,其它,Install 巨集,SAP
"達丰user反應從上星期五到今日共有20多筆的假收假入的資料需要轉到SAP168,煩請Irwin協助處理",SAP-2X8(QSMC),SD,Master Data,其它,SAP
APP1300131391與APP1300129809單號異常  分機: 12272,BPM平台系統,人資類相關服務,請假申請單,關卡流程詢問,資訊系統
150326當天有來上班.. 不知為何卻有請假紀錄.. 請幫忙檢查.. 謝謝..,BPM平台系統,人資類相關服務,請假申請單,相關操作詢問,資訊系統
查詢請假紀錄後需下載excel，但是點選無反應,BPM平台系統,人資類相關服務,請假申請單,相關操作詢問,資訊系統
PLM系統已建立專案資料，但在請假系統上找不到該專案資訊。,BPM平台系統,人資類相關服務,請假申請單,相關操作詢問,資訊系統
"在CAMP App 上的 BPM 簽核 有下列問題, 請協助排除, 以避免在 假日或公司外無法簽核    1 進入後回應 : 應用程式中發生伺服器錯誤  2 選擇表單類型後, 顯示無待簽項目, 但事實上在 電腦上登入 BPM 的確是有待簽 項目",BPM平台系統,人資類相關服務,請假申請單,系統無法登入,資訊系統
Please help me cancel application form # 1700020456 due to wrong entered information.,BPM平台系統,人資類相關服務,請假申請單,相關操作詢問,資訊系統
"欲進行簽核作業, 但系統會顯示無法取得申請單號相關資訊, 請協助處理.",BPM平台系統,人資類相關服務,請假申請單,相關操作詢問,資訊系統
請假申請單無法簽核,BPM平台系統,人資類相關服務,請假申請單,系統無法登入,資訊系統
ext:18547  請假申請單APP1300175123，日期有錯，需要將此筆單號 cancel,BPM平台系統,人資類相關服務,請假申請單,相關操作詢問,資訊系統
"用microsoft edge無法取回請假日期, 導致無法申請請假",BPM平台系統,人資類相關服務,請假申請單,相關操作詢問,資訊系統
主管無法順利簽核請假單，會出現沒有反應的畫面,BPM平台系統,人資類相關服務,請假申請單,關卡流程詢問,資訊系統
"編譯器錯誤訊息: CS0103: 名稱 ''Date'' 不存在於目前內容中    原始程式錯誤:         行 1367:        if (dtAntype.Rows[0][""ANSPEC""].ToString().Trim() == ""1"")  行 1368:        {  行 1369:            if (Date < Effbeg || Date > Effend)  行 1370:            {  行 1371:                bolResult = false;",BPM平台系統,人資類相關服務,請假申請單,系統無法登入,資訊系統
無法簽核,BPM平台系統,人資類相關服務,請假申請單,相關操作詢問,資訊系統
無法正常登入SAP 218,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP
無法進入cs726。#11413,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP
"Home GI拉不出GI number,請與之連繫. #61580",SAP-2X8(QSMC),HOME,,,SAP
登入82這台時候，一直等待遠端回應，無法正常開啟SAP。3285620094,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP
無法logon268 請協助處理,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP
268無法登入,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP
無法logon 268,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP
"達丰User反應無法使用SAP,show出無法顯示網頁,煩請協助處理.",SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP
無法登入SAP31,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP
sap第一個畫面，可以勾選用滑鼠copy的文字，想請問這功能怎麼使用,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP
sap 208 無法logon 請協助處理,SAP-2X8(QSMC),Basis,其他,無法logon SAP,SAP
User想申請VNC線上教學SD Module.,SAP-168(QCI),SD,其它,教育訓練,SAP
sals 可否於SAP 上直接下PO,SAP-168(QCI),SD,其它,教育訓練,SAP
請問I2中sales order裡的sales due day是相同於SAP program ZV14裡的ReqDelvDat還是SHPG-DT。,SAP-168(QCI),SD,其它,Install 巨集,SAP
"使用者 MSN之前可使用,但已 持續幾週一直無法連線.",網管,網路,無法連到某台Server,無法連到某些Server,網路
#16395  跟公司申請了一個固定IP是10.242.184.17  一般內部網頁都可正常使用，但是無法連到特定server,網管,網路,無法連到某台Server,無法連到某些Server,網路
"接網孔:B247無法連至SEVER進行WINDOWNS更新,別的網孔可以",網管,網路,無法連到某台Server,無法連到某些Server,網路
家裡無法連回公司Server,網管,網路,無法連到某台Server,無法連到某些Server,網路
業務要登入報價網站，但是被擋住，請麻煩協助處理 分機：(381)12675,網管,網路,無法連到某台Server,無法連到某些Server,網路
登入BPM持續跳出填寫帳號密碼問題，無法使用。  分機：12424,網管,網路,無法連到某台Server,無法連到某些Server,網路
登入BPM持續跳出填寫帳號密碼問題，無法使用。  分機：12424,網管,網路,無法連到某台Server,無法連到某些Server,網路
"無法連結myquanta,出現域名糾錯系統.",網管,網路,無法連到某台Server,無法連到某些Server,網路
"組織變動(一個月前), 簽核主管還是帶出原本的主管, 所有單據都是。",BPM平台系統,採購類相關服務,報廢申請單,關卡流程詢問,資訊系統
加入主管簽核後，系統發mail提醒需要重新簽核,BPM平台系統,採購類相關服務,報廢申請單,相關操作詢問,資訊系統
想要大量下載申請單內容,BPM平台系統,採購類相關服務,報廢申請單,相關操作詢問,資訊系統
已簽核完成但表單未消失#15816,BPM平台系統,採購類相關服務,報廢申請單,關卡流程詢問,資訊系統
無法簽核#18227,BPM平台系統,採購類相關服務,報廢申請單,關卡流程詢問,資訊系統
17588 BPM報廢申請單無法用,BPM平台系統,採購類相關服務,報廢申請單,相關操作詢問,資訊系統
網路不通,網管,網路,,,網路
無法連上網路,網管,網路,,,網路
申請單一直送不出去。,內部資訊系統,總務資訊系統,,,資訊系統
2016/3/7 上班與下班顯示時間相同，無法申報加班   查詢刷卡紀錄，查不到下班刷卡時間,內部資訊系統,人資資訊系統,出勤相關服務,加班問題,資訊系統
2016/01/25 出勤時間異常導致無法申請加班。  上班與下班顯上相同時間。  查詢刷卡紀錄可看到正常的下班時間。,內部資訊系統,人資資訊系統,出勤相關服務,加班問題,資訊系統
"1/5 上下班都有刷卡, 但系統只有下班紀錄, 不知系統是否有異常",內部資訊系統,人資資訊系統,出勤相關服務,補登問題,資訊系統
於MyQuanta首頁點選左上角出勤資訊後畫面跳出異常，無法連線至該網頁,內部資訊系統,人資資訊系統,出勤相關服務,請假問題,資訊系統
"1/3加班無法申報，勾選加班checkbox會出現""系統更新中，目前無法申報加班""",內部資訊系統,人資資訊系統,出勤相關服務,加班問題,資訊系統
主管已簽核，但系統上資料未同步，請協助確認，今天出缺勤結算,內部資訊系統,人資資訊系統,出勤相關服務,請假問題,資訊系統
請假系統，主管已經簽核，但系統顯示簽核中，請協助處理,內部資訊系統,人資資訊系統,出勤相關服務,請假問題,資訊系統
"1請假申請單 700073229, 主管簽核同意後, 系統沒有執行上傳請假結果.",內部資訊系統,人資資訊系統,出勤相關服務,請假問題,資訊系統
"1/24出勤記錄異常~17:00後下班,但系統顯示16:00多下班",內部資訊系統,人資資訊系統,出勤相關服務,補登問題,資訊系統
申報加班主管收不到通知    MIS您好，昨天早上我送出加班申請，到了下午收到助理的mail說主管未簽核。今天早上和主管確認後，發現是系統沒有發通知信造成漏簽。由於我是去年(2018)上半年才轉至現在的部門，或許通知設定有誤？我的主管說先前的加班簽核也都沒收到。    還請幫忙看看為什麼系統漏掉加班簽核通知。感謝！    我的前部門： BU5事業部開發二組系統產品工程處影像處理部影像二課  前主管：Adrian Wu (吳岳勳)    現在部門：BU5事業部開發二組系統產品工程處軟體一部  主管：H. H. Wei (魏宏訓),內部資訊系統,人資資訊系統,出勤相關服務,加班問題,資訊系統
進入請假與出差系統，工號沒有帶入自己的，重開機也一樣。,內部資訊系統,人資資訊系統,出勤相關服務,請假問題,資訊系統
"使用者於上週五刷下班時間是17:00之後, 但系統顯示是下午4:00, 請協助處理！",內部資訊系統,人資資訊系統,出勤相關服務,補登問題,資訊系統
"您好，我想詢問關於加班系統的問題，例如9/21應該是9月份的週期，但在加班系統上，show出的訊息看起來像下個月的，想詢問判斷及顯示的條件或邏輯，關於""月份計算區間的內容""；例如上個月   系統show 20160826-20160925，八月份出勤系統 (myehr)作業即將關閉，請儘速處理2016/7/26 ~2016/8/25止，申報及簽核截止時間為8/29<星期一>下午5:00 ，但顯示的週期卻是下個月的。",內部資訊系統,人資資訊系統,出勤相關服務,加班問題,資訊系統
"預報加班申請單1800182223  於2018/05/04 07:54:04送件，2018/5/4 08:06:04系統通知主管未簽核,系統自動失效  主管表示未收到通知，欲抽單重送也無法刪除，請協助處理。謝謝。",內部資訊系統,人資資訊系統,出勤相關服務,加班問題,資訊系統
"因上班較晚刷卡, 到下午5:20為止都無法看到上班紀錄",內部資訊系統,人資資訊系統,出勤相關服務,請假問題,資訊系統
出勤紀錄相關問題詢問!! 謝謝.   #12422,內部資訊系統,人資資訊系統,出勤相關服務,請假問題,資訊系統
user在run ZMD5時發生錯誤,SAP-2X8(QSMC),SD,Addon Function,詢問Function,SAP
使用者反應3EVFMB1580無法生成資料，請協助處裡，謝謝,SAP-2X8(QSMC),SD,Addon Function,問題解決及操作,SAP
SAP-ZV17 can''t print   #13579,SAP-2X8(QSMC),SD,Addon Function,問題解決及操作,SAP
"218 ZN93 shows ""please import PROD Hierachy (SO Type)""",SAP-2X8(QSMC),SD,Addon Function,問題解決及操作,SAP
"在VA01新增SO時,出現错誤",SAP-2X8(QSMC),SD,Addon Function,問題解決及操作,SAP
員工服務處網頁無法打開。分機：15053,內部資訊系統,總務資訊系統,訪客相關服務,系統無法登入,資訊系統
unable to connect to MSN messenger and VNC on Windows 7,網管,網路,無法連到某台Server,無法連到某些Server,網路
我要安裝OrCAD軟體，但是無法到 (軟體位置：\\qciorcad01\OrCAD_Software),網管,網路,無法連到某台Server,無法連到某些Server,網路
"Hi, 下面這個網址是HP issue tracking 系統, 最近兩個月使用公司內部網路連線速度延遲十分嚴重 平均一個操作要等到1~3 分鐘, 嚴重影響工作效率一條issue update需要5~10 個操作, 就要花到近半小時在等待.    想請MIS 同仁幫忙檢查一下是不是有什麼設定影響了這個網站的連線速度 .    https://prp.atlanta.hp.com/si/",網管,網路,無法連到某台Server,無法連到某些Server,網路
今天早上開始部分同仁出現 HP issue tracking system 無法連線問題  因為部分同仁可以連線所以排除是HP系統問題  https://prp.atlanta.hp.com/si/    錯誤代碼：ERR_TIMED_OUT,網管,網路,無法連到某台Server,無法連到某些Server,網路
使用者反應無法連到https://plmportalinside.dell.com/pages/welcome.aspx 請協助處理，謝謝,網管,網路,無法連到某台Server,無法連到某些Server,網路
人在大陸出差，要連回公司server無法連上。(人在大陸出差，可用OCS 聯繫),網管,網路,無法連到某台Server,無法連到某些Server,網路
在Quanta domain外使用SSLVPN以後還是無法登入公司內網。,網管,網路,無法連到某台Server,無法連到某些Server,網路
"In QSMC, when trying to access the customer''s bug tracking web site, https://vstfwdsext.partners.extranet.microsoft.com:8443/tfs/Quanta/Tiki/_workitems, I always get ""無法顯示此網頁"". Actually, this web link works well in QCI.",網管,網路,無法連到某台Server,無法連到某些Server,網路
無法進入myquanta 網頁,網管,網路,無法連到某台Server,無法連到某些Server,網路
"無法連上BPM系統，原DNS尾碼只有一組，強制套用DNS原則後已有出現3組，但ping mybpm ping不到, ping qcibpm01也ping不到",網管,網路,無法連到某台Server,無法連到某些Server,網路
無法登入客戶網頁 :   https://access.du.ae/Citrix/AccessPlatform/auth/login.aspx  之後所有的網頁都不能登入 : MSG 如下:   Web Page Blocked  Access to the web page you were trying to visit has been blocked in accordance with company policy. Please contact your system administrator if you believe this is in error.  User: quanta\99042625   URL: tw.yahoo.com/   Category: not-resolved,網管,網路,無法連到某台Server,無法連到某些Server,網路
無法開啟客戶提供的網頁連結。需開始防火牆分機：15058。,網管,網路,無法連到某台Server,無法連到某些Server,網路
"快取伺服器存取被拒絕,需通過身份驗證。  身份驗證KEY-IN後視窗",網管,網路,無法連到某台Server,無法連到某些Server,網路
"在連接e-mail上的ECN相關網頁時一直失敗,兩星期前都沒有問題,請幫忙處理,謝謝!!",網管,網路,無法連到某台Server,無法連到某些Server,網路
"連線至Amazon 的網站, 都會回報 Proxy Error, 請協助確認問題  (Amazon 有對我們公司開放權限)",網管,網路,無法連到某台Server,無法連到某些Server,網路
連至客戶端，只能下載資料，不能上傳資料。,網管,網路,無法連到某台Server,無法連到某些Server,網路
