,1_sentence,2_y_predict,3_y_predict_name,4_answer,5_answer_name,6_y_predict_probability
13092,"搜尋到,staff,連線",0,Outlook與郵件,3,網路,[0.87540036 0.12459961]
6418,"之前,申請,權限,內容,複,制,權限,目前,一些,程式",0,Outlook與郵件,1,SAP,[0.6797071  0.32029286]
14187,"區域網路,斷斷續續",0,Outlook與郵件,3,網路,[0.76728004 0.23272003]
11510,"廣達,內部,網頁",1,SAP,3,網路,[0.11385547 0.8861445 ]
1653,內網,0,Outlook與郵件,3,網路,[0.5180304 0.4819696]
10936,"目前,使用,noteboot,收發,outlook,疑似,失去,驗證,導致,收發,mail,1,失去,驗證,後,收信,需上,web,頁面,收信,2,發,mail,時會,主動,跳出,輸入,驗證,導致,mail,收發,不夠,及時,容易,遺漏,信件,閱讀,工作,合作,有所,延誤",1,SAP,0,Outlook與郵件,[0.22290902 0.777091  ]
11016,"qci,一樓,會議,反應,無線網,不通",0,Outlook與郵件,3,網路,[0.9090981  0.09090187]
11235,"ebooking,設備,預約,網站,預設,預約,頁面,下方,顏色,標示,說明,wte,color,meams,macne,is,available,申間,單字,應該,means",0,Outlook與郵件,4,資訊系統,[0.80514884 0.19485119]
5294,"無,法開,delivery",0,Outlook與郵件,1,SAP,[0.8633145  0.13668545]
9787,"pq24,a",0,Outlook與郵件,3,網路,[0.73222023 0.2677797 ]
10855,"asrs,server,需要,重新加入,網域,華亞,廠,產線,server",1,SAP,3,網路,[0.24619214 0.7538079 ]
14059,"欲,下載,網路,英文,學習,軟體",0,Outlook與郵件,2,其他,[0.745161   0.25483897]
11740,"之前,連結,新竹,10.244,104.61,這台,server,現在,卻,連結,check,是否,防火牆,擋住",0,Outlook與郵件,3,網路,[0.68538016 0.31461987]
5574,"申請人,使用,家裡,電腦,vpn,回,公司,無故,重,開機",0,Outlook與郵件,3,網路,[0.89195853 0.1080414 ]
4616,"更改,密碼,後,內部,網站",1,SAP,3,網路,[0.32024467 0.67975533]
13458,"sdk,問題",0,Outlook與郵件,1,SAP,[0.739727 0.260273]
7425,"process,中,新增,簽核,人",0,Outlook與郵件,4,資訊系統,[0.8497856  0.15021439]
2099,"mail,寄信,時有,異常,無,寄件,備份",1,SAP,0,Outlook與郵件,[0.36035508 0.6396449 ]
10079,"寄送,郵件,後,需要,關閉,開啟,outlook,後,信件,發出去",1,SAP,0,Outlook與郵件,[0.35238808 0.6476119 ]
11395,"使用,sap,27",0,Outlook與郵件,1,SAP,[0.925356   0.07464403]
5545,"有線網路,無線網路,接,驗證",0,Outlook與郵件,3,網路,[0.8259002 0.1740998]
9669,"網路,不通,請,協處,tks,網孔,編號,c178",0,Outlook與郵件,3,網路,[0.9072426  0.09275746]
5491,"請假,8,158,25,未設,代理人,簽核,設,代理人",0,Outlook與郵件,4,資訊系統,[0.79694945 0.20305051]
8966,"操作電腦,四年,舊換新,時,訊息,資產,編號,名下,無人,繼續,操作,申請",0,Outlook與郵件,4,資訊系統,[0.78236634 0.21763363]
4857,"網孔,pm07,a319",0,Outlook與郵件,3,網路,[0.8830058  0.11699426]
11267,"連線,主機,10.242,116.115",0,Outlook與郵件,3,網路,[0.79830384 0.20169613]
12079,"一樓,訓練,教室,c,網路,不通",0,Outlook與郵件,3,網路,[0.9346246  0.06537544]
10570,"廠商,寄出,mail,收不到",1,SAP,0,Outlook與郵件,[0.2297192 0.7702808]
7772,"兩個,禮拜,前,無線網路,連線,嘗試,無效",0,Outlook與郵件,3,網路,[0.69848716 0.30151284]
14023,"會議室,503,有線網路,驗證,失敗,網路線,電腦,連接,網路,正常",0,Outlook與郵件,3,網路,[0.7826817  0.21731827]
8985,"ie,顯示,停止,作業,撥放",0,Outlook與郵件,4,資訊系統,[0.7049848 0.2950152]
6022,"發現,一個,inventory,report,問題",0,Outlook與郵件,1,SAP,[0.9760374  0.02396257]
293,"業務,需要,需要,部門,ftp10.241,57.2,上傳,資料,客戶,人員,目前,工作,機,ip,10.241,72.118",1,SAP,3,網路,[0.16421564 0.8357844 ]
13820,"無線網路,連線",0,Outlook與郵件,3,網路,[0.6837914  0.31620863]
1600,"簽核,中,列出,所有,預報,加班,申請單,一次,簽核",0,Outlook與郵件,4,資訊系統,[0.9115747  0.08842522]
11493,"工作,機,公司,ftp",0,Outlook與郵件,3,網路,[0.74539024 0.25460982]
1960,"申請,本機,收發,mail,打開,outlook,停,顯示,outlook,升級,中",1,SAP,0,Outlook與郵件,[0.41199565 0.58800435]
5247,"出現,驗證,訊息",0,Outlook與郵件,3,網路,[0.8853796  0.11462034]
5058,"pdm,系統",0,Outlook與郵件,3,網路,[0.76588273 0.23411724]
5665,"myquanta,首頁,廣達,菁英,學校,點選,後,顯示,空白",1,SAP,4,資訊系統,[0.4116901  0.58830994]
5248,"qct,會議室,預約,系統,顯示,畫面",0,Outlook與郵件,4,資訊系統,[0.921686   0.07831401]
10071,"sap,id",0,Outlook與郵件,1,SAP,[0.88001245 0.11998754]
12694,"登入,記錄,上次,錯誤",0,Outlook與郵件,1,SAP,[0.7515145  0.24848543]
316,"網路,不通,網路,孔,a239pk23",0,Outlook與郵件,3,網路,[0.77680814 0.22319192]
4315,"mro,vendor,data,關聯,企業,vendor,codegtm,mro,資料,維護,系統,界面,稅務,登記號,組織,機構,代碼,這兩欄,鎖定,進行,更改,維護,問題",0,Outlook與郵件,4,資訊系統,[0.83223057 0.16776937]
6779,"收不到,廠商,mail",1,SAP,0,Outlook與郵件,[0.30712244 0.6928776 ]
14097,"廠商,處,vpn,接,mail,時秀,密碼,過期",1,SAP,3,網路,[0.10272685 0.8972731 ]
2642,"report,下載,時,中文,副,檔,下載,後,顯示,亂碼,測試,管理,平臺,phase,ii,中有,附件,檔案,請參閱",0,Outlook與郵件,4,資訊系統,[0.8056696 0.1943304]
5141,"業務,需求,需,連結,dell,網頁,操作,部份,頁面,輸入,帳密,後,正常,顯示,畫面",1,SAP,3,網路,[0.22767349 0.77232647]
11498,"無線網路,不通",0,Outlook與郵件,3,網路,[0.673025 0.326975]
1097,"lync,連不,plm",0,Outlook與郵件,2,其他,[0.86915773 0.13084224]
2450,"168,權限,lock,請求,解開",0,Outlook與郵件,1,SAP,[0.85920894 0.1407911 ]
7451,"sap,使用,中,突然,斷線,之後,嘗試,連線",0,Outlook與郵件,1,SAP,[0.81882143 0.18117854]
1707,"運籌,管理中心,運務處,進出口,部,進出口,課,印表機,連線",0,Outlook與郵件,2,其他,[0.55811805 0.44188192]
10526,"orcad,執行,lmf,視窗",0,Outlook與郵件,4,資訊系統,[0.55386275 0.44613728]
3805,"訪客,login,無線網路",0,Outlook與郵件,3,網路,[0.8813632  0.11863676]
78,"帳號,lock,住",0,Outlook與郵件,1,SAP,[0.8898079 0.1101921]
3872,"電腦,取得,正確,ip,位址,目前,取得,169.254",0,Outlook與郵件,3,網路,[0.8417513  0.15824868]
4757,"抓不到,ip",0,Outlook與郵件,3,網路,[0.8529452  0.14705479]
2044,"返台,後,內網",0,Outlook與郵件,3,網路,[0.5335992 0.4664008]
10649,"can,t,access",0,Outlook與郵件,1,SAP,[0.83918077 0.1608192 ]
9774,上網,0,Outlook與郵件,3,網路,[0.5648019 0.4351981]
9676,"網路,驗證,失敗",0,Outlook與郵件,3,網路,[0.86519814 0.13480191]
5633,"is,in,old,building,and,wants,to,know,how,to,let,customer,get,online",0,Outlook與郵件,3,網路,[0.7874398  0.21256018]
8499,"bpm,表單,驗收,申請單,儲存",0,Outlook與郵件,4,資訊系統,[0.91587496 0.084125  ]
3981,"使用,ghost,還原,後,系統,內部,網域",0,Outlook與郵件,3,網路,[0.5486384  0.45136157]
740,"outlook,只能,發,mail,收到,mail",1,SAP,0,Outlook與郵件,[0.11945495 0.880545  ]
4837,"sap,出現,紅色,叉叉,錯誤,訊息",0,Outlook與郵件,1,SAP,[0.8832041 0.1167959]
4263,"點擊,課程,清單,系統,正常,撥放,影片",1,SAP,4,資訊系統,[0.13394082 0.86605924]
10184,"座位,網路,孔,疑似,故障,拔,網路線,再,插回,出現,驗證,訊息,連線,需,重新,登出,登,入網,域始,恢復,連線,測試,鄰近,坐位,網路,孔無此,問題",0,Outlook與郵件,3,網路,[0.8460633  0.15393671]
4719,"sap,不通,存取,權限,發生,錯誤",0,Outlook與郵件,1,SAP,[0.9361582  0.06384183]
9832,"申請,mail,server,兩組,ip,位置,擋,218.210,108.1,218.210,108.135",1,SAP,0,Outlook與郵件,[0.27994096 0.72005904]
13678,"outlook,資料,未,同步,有時,mail,會漏",1,SAP,0,Outlook與郵件,[0.3123531 0.6876469]
13774,"收不到,以下,mail,address,寄,含,檔案,mail,防毒,軟體,擋掉",1,SAP,0,Outlook與郵件,[0.15350424 0.84649575]
3958,"登入後,速度,很慢,伺服器,檔案",0,Outlook與郵件,3,網路,[0.8940976  0.10590235]
1153,"料號,3lzl1lbtn23,298,系統,未,增加,一個,manuf,ecn,號,e0",0,Outlook與郵件,1,SAP,[0.93236417 0.06763582]
1826,"中,午後,網路,孔,c213,連結,網路",0,Outlook與郵件,3,網路,[0.8320176  0.16798235]
4828,"外派,qci,密碼,忘記",0,Outlook與郵件,2,其他,[0.71439207 0.28560793]
10315,"proxy,設定,有會,變成,勾選,造成,上網",0,Outlook與郵件,3,網路,[0.6766923 0.3233077]
3691,"北棟,b3,新建,實驗室,區域,無線網路,staff,速度,很慢,趨近,無,訊號",0,Outlook與郵件,3,網路,[0.58832335 0.41167665]
2396,"網路,連線",0,Outlook與郵件,3,網路,[0.82418066 0.17581935]
9806,"free,sample,application,bpm,form,使用,問題",0,Outlook與郵件,4,資訊系統,[0.79208815 0.2079119 ]
5922,"設定,印表機",1,SAP,2,其他,[0.47607905 0.52392095]
12551,"web,ati,amd,com,after,login,can,t,show,new,web",0,Outlook與郵件,3,網路,[0.79325783 0.20674212]
13281,"考績,idp,新增",0,Outlook與郵件,4,資訊系統,[0.8216018  0.17839816]
4494,"request,access,to,dropbox,com,for,fab,project",0,Outlook與郵件,3,網路,[0.8298737  0.17012635]
8754,"有用,camp,出勤,申報,加班,完成,加班,申請,還送,二次,確定,trans,it,根本,送出去,請問,這該",0,Outlook與郵件,4,資訊系統,[0.61689734 0.38310272]
3855,"登錄,網域",0,Outlook與郵件,3,網路,[0.8261148  0.17388521]
2865,"lync,跳出,認證,視窗",0,Outlook與郵件,2,其他,[0.7287711  0.27122888]
202,"電腦網路,不通,重,開機,之後,不行",0,Outlook與郵件,3,網路,[0.59749866 0.40250134]
5050,"北棟,六樓,ppo,qri,網路,不通,網點,編號,pk24,b240",0,Outlook與郵件,3,網路,[0.5783971  0.42160287]
6364,"電腦,裡有,程式,執行,檔,防毒,軟體,擋住,執行",1,SAP,2,其他,[0.4428458  0.55715424]
12852,"網孔,不通,pd19,網路,使用",0,Outlook與郵件,3,網路,[0.8739293  0.12607065]
6178,"網孔,編號,pl15,a255",0,Outlook與郵件,3,網路,[0.79937273 0.20062728]
11467,"鍵盤,問題,網卡,問題,無線網路",0,Outlook與郵件,3,網路,[0.80291414 0.19708587]
12565,"bpm,簽核,mro,24",0,Outlook與郵件,4,資訊系統,[0.7929916  0.20700847]
13142,"two,1,si,couldn,t,be,processed,delivery,gi,billing,in,168,2,si,couldn,t,be,processed,billing,in,168",0,Outlook與郵件,1,SAP,[0.6731452  0.32685483]
11166,"有線網路,不通,區域,連線,出現,驗證,失敗,之前,使用,問題,操,做,中,小心,更改,到,設定",0,Outlook與郵件,3,網路,[0.83756125 0.16243877]
8348,"can,t,detect,wireless",0,Outlook與郵件,3,網路,[0.75013334 0.24986666]
537,"a455,a456,網孔,不通",0,Outlook與郵件,3,網路,[0.8719901  0.12800993]
1463,"送,表單,後,直接,顯示,已,簽核,簽核,根本,收到,簽核,通知",0,Outlook與郵件,4,資訊系統,[0.84618443 0.15381555]
871,"how,to,use,mm01,to,modify,an,existing,bom,description,phone",0,Outlook與郵件,1,SAP,[0.539107   0.46089292]
3766,"進入,系統,後",0,Outlook與郵件,4,資訊系統,[0.9536213  0.04637865]
2795,"點選,app13,驗收,申請單,進行,簽核,看不到,申請者,驗收,紀錄",0,Outlook與郵件,4,資訊系統,[0.876096   0.12390397]
10599,"outlook,很卡,每點,一封,mail,無,回應",1,SAP,0,Outlook與郵件,[0.18711078 0.8128892 ]
11243,"需要,安裝,軟體,開啟,pdf,檔",1,SAP,2,其他,[0.0647209 0.9352791]
6644,"網路,孔,不通,pa10b010",0,Outlook與郵件,3,網路,[0.78147304 0.21852696]
13481,"網路,連線,問題",0,Outlook與郵件,3,網路,[0.835738   0.16426198]
2646,"its,系統,中,首頁,下,檢視,按鈕,正常,顯示,報表,下,檢視,按鈕,chrome,ie,皆",1,SAP,4,資訊系統,[0.4720168 0.5279831]
459,"有線網路,依職,顯示,驗證",0,Outlook與郵件,3,網路,[0.82676345 0.17323652]
6627,"有時,通,有時,不通",0,Outlook與郵件,3,網路,[0.85129786 0.14870214]
2033,"sir,在外,23,weeks,month,sslvpn,假勤,plm,bpm,廣達,學院,....,皆",0,Outlook與郵件,3,網路,[0.6801335  0.31986642]
13574,"168,logon,on,created,done",0,Outlook與郵件,1,SAP,[0.93002886 0.06997112]
7908,"詢問,nb1,帳號,有及,明細",0,Outlook與郵件,1,SAP,[0.77999717 0.22000287]
1352,"有線網路,連線,proxy,憑證,辨識",0,Outlook與郵件,3,網路,[0.8940601  0.10593995]
2746,"帳號,log,out,sap,系統,速度慢",0,Outlook與郵件,1,SAP,[0.83352596 0.16647398]
12503,"上傳,檔案,到,某台,server",0,Outlook與郵件,3,網路,[0.7936702  0.20632978]
220,"開頭,網址",0,Outlook與郵件,4,資訊系統,[0.7320916 0.2679084]
6546,"vendor,code",0,Outlook與郵件,1,SAP,[0.87378895 0.12621109]
13889,"網內,網外,皆,連線",0,Outlook與郵件,3,網路,[0.7186361 0.2813639]
9768,"欄,出現,部門",0,Outlook與郵件,4,資訊系統,[0.85590994 0.14409006]
6879,"skype,安裝,路徑,qrdcfs01,office,series,skype,for,business,x64,進行,安裝",0,Outlook與郵件,2,其他,[0.83088726 0.16911276]
5493,"有線網路,連線,portpb09,c009",0,Outlook與郵件,3,網路,[0.8416167  0.15838334]
6030,"通知,outlook,信箱,已滿,檢查,web,本機,正常,pst,剛開,三個,月,收信,延遲",1,SAP,0,Outlook與郵件,[0.35178515 0.6482149 ]
8192,"pa03,b003",0,Outlook與郵件,3,網路,[0.67373884 0.3262612 ]
5609,"qrdc,網域",0,Outlook與郵件,3,網路,[0.814372   0.18562806]
6252,"公司,有沒有,illustrator",0,Outlook與郵件,2,其他,[0.821002   0.17899793]
4012,"進入,myquanta,點選,福利,商城,ip,密碼,驗證",0,Outlook與郵件,4,資訊系統,[0.8650391  0.13496089]
724,"帳號,四,早上,正常,....",1,SAP,3,網路,[0.25302187 0.74697816]
4015,"工作,需求,需,升級,project",0,Outlook與郵件,2,其他,[0.6911315 0.3088685]
3685,"key,完單,送,後,到,剛剛,keyin,單子",0,Outlook與郵件,4,資訊系統,[0.74631464 0.25368536]
983,"更新,bly,avl,v027,後,test,case,全部,變成,空,請問,做,補救",0,Outlook與郵件,4,資訊系統,[0.79049927 0.20950077]
693,"更換,密碼,之後,quanta,網域",0,Outlook與郵件,3,網路,[0.74718016 0.25281984]
1329,"問題,描述,位於,qrdcssf01,msn,離線,安裝版",0,Outlook與郵件,2,其他,[0.74816173 0.25183827]
6538,"電腦,申請加入,網域,方式",0,Outlook與郵件,3,網路,[0.8312172  0.16878271]
1218,"bom,",0,Outlook與郵件,1,SAP,[0.52794445 0.47205555]
1756,"系統升級,sp3,之後,有線,無線,皆,上網",0,Outlook與郵件,3,網路,[0.8006882  0.19931176]
8858,"can,t,find,sap,icon,on,quanta,eip",0,Outlook與郵件,1,SAP,[0.8680614  0.13193858]
10318,"outlook,正常,開啟",1,SAP,0,Outlook與郵件,[0.13056228 0.8694377 ]
2436,"有線,無線網路,不通",0,Outlook與郵件,3,網路,[0.8789636  0.12103637]
6518,"會連到,訪客,網路,頁面,a215",0,Outlook與郵件,3,網路,[0.8529993  0.14700069]
9437,"印表機,列印",0,Outlook與郵件,2,其他,[0.63979626 0.36020377]
913,"出現,驗證,訊息,已,檢查,驗證,設定,試過,ipconfig,releaserenew,沒效",0,Outlook與郵件,3,網路,[0.68602186 0.31397814]
10722,"放行,流程,卡關,問題",0,Outlook與郵件,4,資訊系統,[0.6142524  0.38574755]
12258,"廠商,網頁,公司,網路,存取",0,Outlook與郵件,3,網路,[0.89789826 0.10210173]
2083,"有線網路,不通,出現,welcome,to,quanta,internet,頁面",0,Outlook與郵件,3,網路,[0.8692039  0.13079603]
3928,"簽核,流程,只,看到",0,Outlook與郵件,4,資訊系統,[0.72583    0.27416995]
12575,"電腦,早上,開機,電腦,設定,跑掉,網路,不通,outlook,使用",0,Outlook與郵件,3,網路,[0.92421216 0.07578781]
4282,"sap208,登入,密碼,init,fail",0,Outlook與郵件,1,SAP,[0.54328024 0.4567198 ]
13984,"詢問,1f,會議室,是否,有線網路,防火牆",0,Outlook與郵件,3,網路,[0.89575267 0.10424736]
11559,"can,t,connect,to,wireless,network",0,Outlook與郵件,3,網路,[0.7865644  0.21343556]
10004,"網路,孔,接觸不良,ect",0,Outlook與郵件,3,網路,[0.8057005  0.19429949]
10359,"外部,ssl,連線,出現,認證,錯誤,導致,內部網路,存取",0,Outlook與郵件,3,網路,[0.77631795 0.22368206]
2759,"正常,開啟,outlook",1,SAP,0,Outlook與郵件,[0.09902632 0.9009737 ]
2441,"無線網路,有線網路,皆,連線,internet,and,intranet,有線網路,孔,b172",0,Outlook與郵件,3,網路,[0.76825917 0.23174082]
7504,"不到,server,10.242,245.44",0,Outlook與郵件,3,網路,[0.76447594 0.23552409]
6752,"開起,網頁,跑出,登入,帳號密碼,視窗",0,Outlook與郵件,3,網路,[0.79342425 0.20657575]
3308,mailquanta,0,Outlook與郵件,3,網路,[0.67373884 0.3262612 ]
10951,"線上,課程,自動播放",0,Outlook與郵件,4,資訊系統,[0.5042735  0.49572653]
8921,"qct,出現,網路,存取,遭到,限制,錯誤,訊息,非,特定,網頁,瀏覽",0,Outlook與郵件,3,網路,[0.89514464 0.10485536]
1630,"會議,室內,網孔,不通,網孔,編號,a231",0,Outlook與郵件,3,網路,[0.86893195 0.13106807]
7764,"vpn,軟體,安裝,完,正常,連回,公司",1,SAP,3,網路,[0.08748956 0.91251045]
3830,"有線,無線網路,不通",0,Outlook與郵件,3,網路,[0.8789636  0.12103637]
12352,"網路,不通,不通",0,Outlook與郵件,3,網路,[0.7745443  0.22545573]
517,"無線網路,不通",0,Outlook與郵件,3,網路,[0.673025 0.326975]
5458,"急,proe,4.0,proe,訊息,告知,licensing,error,26,請問,是否,sever,問題,本機,設定,問題,協助",0,Outlook與郵件,4,資訊系統,[0.7302915  0.26970848]
1813,"myquanta,首頁,sap,登入,畫面",0,Outlook與郵件,1,SAP,[0.93081075 0.0691892 ]
11753,"正常,收發,信件",1,SAP,0,Outlook與郵件,[0.33579567 0.6642043 ]
6466,"報修,更新,後,office",0,Outlook與郵件,2,其他,[0.8246929  0.17530712]
3067,"無線網路,斷線,35,分鐘,時間,找到,公司,無線網路,之前,檢測,發現,有線網路,孔,已經,損壞,只能,使用,無線網路",0,Outlook與郵件,3,網路,[0.73990387 0.2600961 ]
1269,"ftp,速度,很慢,原本,座位,網路,孔快,目前,新,座位,網路,孔是,rm06,a270",0,Outlook與郵件,3,網路,[0.7350743  0.26492572]
7780,"critrix,點選,之後,出現,alertcsp27,mapping,client,error",0,Outlook與郵件,1,SAP,[0.84934795 0.15065208]
1206,"logon,dail,vnc,ip,address,10.242,172.168,password",0,Outlook與郵件,1,SAP,[0.78440064 0.21559933]
1020,"logon,sap",0,Outlook與郵件,1,SAP,[0.8876552  0.11234481]
6481,"port,no,d18",0,Outlook與郵件,3,網路,[0.8383667 0.1616333]
7509,"設定,全部,亂掉",0,Outlook與郵件,2,其他,[0.6948694  0.30513057]
3173,"訪客,網路,帳號",0,Outlook與郵件,3,網路,[0.81094384 0.18905622]
7880,"電腦,損壞,當地,mis,協助,提供,電腦,硬碟,接上,網路,方式",0,Outlook與郵件,3,網路,[0.8662911  0.13370883]
12207,"myquanta,頁面,logon,圖示,安裝,cirtix,連結",0,Outlook與郵件,1,SAP,[0.84582925 0.15417075]
11630,"plm,登入",0,Outlook與郵件,4,資訊系統,[0.90993243 0.09006753]
10859,"有線網路,取得,ip",0,Outlook與郵件,3,網路,[0.8900379  0.10996214]
11172,"使用,qsit,start,project,時,系統,出現,data,failed,請洽,mis,系統,管理者,錯誤,訊息,請,幫忙,thk",0,Outlook與郵件,4,資訊系統,[0.8009605  0.19903947]
7847,"之前,申請,測試,ip,現在",1,SAP,3,網路,[0.47025222 0.5297478 ]
7532,"網路,不通,網孔,編號,d339,請,協處",0,Outlook與郵件,3,網路,[0.8512688  0.14873117]
10362,"proe,需要,權限",1,SAP,4,資訊系統,[0.09452224 0.9054778 ]
9044,"雲端,mail,開,出現,資料,驗證,很久,開出來,後,回,應",1,SAP,0,Outlook與郵件,[0.30345717 0.69654286]
4267,"nbdc,連線至,nb3,ftp,server,10.241,88.5,連線,設定",0,Outlook與郵件,3,網路,[0.591844 0.408156]
3757,"port,shutdown,南棟,2f,pz08,c584",1,SAP,3,網路,[0.24227178 0.7577283 ]
3362,"簽核,qci,顯示,亂碼",0,Outlook與郵件,4,資訊系統,[0.8562905  0.14370951]
10436,"抓到,guest,網段",0,Outlook與郵件,3,網路,[0.74959683 0.2504032 ]
4618,"達豐,zpnb5,po,table,問題,sworm",0,Outlook與郵件,1,SAP,[0.71302783 0.28697214]
